,Record ID,Company name,Index,Website URL,State/Region,City,Country/Region,Industry,Description,Phone Number,inv_inds
15,9060145168,Northwestern Mutual Future Ventures,283592089,innovation.northwesternmutual.com,WI,Milwaukee,United States,Financial Services,"Northwestern Mutual Future Ventures is an investment firm that provides life insurance services.Northwestern Mutual Future Ventures is an investment firm that provides life insurance services. Northwestern Mutual has a 160-year-old track record of industry-leading financial strength, client-centricity and entrepreneurial culture, which has not only enabled but driven us to always innovate for our clients. Plus, we know what itâ€™s like to be a",9158428552,;Real Estate;Commerce;Health;FinTech;Education;Software;Payment Card Industry (PCI);InsurTech
16,9060046897,Midnight Venture Partners,283592082,www.midnightvp.com,,Austin,,,,,;Commerce;Biotechnology;Pharmaceuticals;Consumer Durables
17,9060037252,MarketX Ventures,283592063,,,,,,,,
18,9060037240,Rarerbreed VC,283592099,,,,,,,,
19,9060176504,Sultan Ventures,283583536,www.sultanventures.com,HI,Honolulu,United States,,"Sultan Ventures is a venture firm offering services to entrepreneurs and investors alike.Sultan Ventures is a venture firm offering services to entrepreneurs and investors alike. As a startup catalyst, they provide pivotal resources via their powerful network of experts and investors. They work closely with innovative startups, providing the hands-on expertise and access to capital needed to accelerate growth, as well as with",8087226360,
20,9060056999,Stevens Venture Center,283583485,,,,,,,,
21,9060057172,Spero Ventures,283583399,spero.vc/,CA,Rob Veres,United States,,"We invest in (1) wellbeing, (2) sustainability, and (3) learning, work & play—the things that make life worth living. Backed by eBay founder Pierre Omidyar.",,;Streaming Platforms;Industrial Engineering and Automation;Education;Agriculture and Farming;Innovation Management;Biotechnology;IoT;Information Technology;Pharmaceuticals;Family;Human Resources;Health;Raw Materials;Consulting;Software;Social Media;Energy;Hardware;Sustainablility;Travel and Tourism;DeepTech;AgTech;Consumer Durables
22,9060154881,South Park Ventures,283583372,www.southpark.vc,CA,San Francisco,United States,,Helping napkin sketches come off the page through seed and early stage venture funding,,;Construction;Enterprise Software
23,9060145160,Social Venture Partners Arizona,283583336,,,,,,,,
24,9060209587,Sigma Prime Ventures,283583237,www.sigmaprime.com,MA,Boston,United States,Venture Capital & Private Equity,"Sigma Prime Ventures invests in early-stage companies focused on SaaS, Cloud Mobile and technology enabled services.Sigma Prime Ventures invests in early stage technology companies focusing on SaaS, Cloud, Mobile, disruptive technologies and technology-enabled service companies. Sigma Prime Ventures primarily cover the East Coast, focusing on Boston, New York and Atlanta.Their first-hand experience allows us to give early-stage companies both tactical",6173307872,;Marketing;Enterprise Software;Commerce;Human Resources;Multimedia and Graphics Software;DeepTech;Database Management;Software;Social Media;Information Technology;Web Services
25,9060115011,Sequel Venture Partners,283583179,http://sequelvc.com,California,Boulder Creek,United States,Venture Capital,"Sequel Venture Partners, based in Boulder, Colorado, provides venture funding for early stage technology businesses.",303-546-0400,
26,9060218205,Sangam Ventures,283583087,sangam.vc,Delhi,Chattarpur,India,Venture Capital,Sangam Ventures is a seed and early stage venture fund.,,;Energy
27,9060218021,Sangam Ventures,283583085,www.sangam.vc/,Haryana,Chattarpur,India,,"Sangam Ventures is a seed and early stage venture fund.Sangam Ventures is a seed and early stage venture fund that invests to improve access to sustainable energy and resource productivity solutions for the underserved in India.

They invest in solutions that lead to inclusive development and the creation of communities that are resilient to climate change",,;Energy
28,9060037127,Samsung Ventures,283583070,samsungventures.com,Seoul-t'ukpyolsi,Seoul,South Korea,Venture Capital,Samsung Ventures is a venture capital firm specializing in investments in start-up companies.,,;Industrial Engineering and Automation;Web Services;Biotechnology;IoT;Information Technology;Pharmaceuticals;Automotive;Delivery Services;Health;Arts and Entertainment;Software;Social Media;Energy;E-Commerce;Hardware;Cybersecurity;Extended Reality;Sustainablility;DeepTech;Database Management;Manufacturing;Consumer Durables
29,9060145278,Rockroom Ventures,283582966,,,,,,,,
30,9060046908,Reliance Ventures,283582883,www.relianceventure.com/,Maharashtra,Mumbai,India,Venture Capital & Private Equity,"Reliance Venture Asset Management is Indiaâ€™s leading corporate venture capital firm pioneering the new wave of strategic investment and creating a winning ecosystem. The firm was launched in 2006 with an investment mandate to invest in and incubate new business ideas in emerging and high-growth sectors across the globe. Reliance Venture seeks topartner with promising technology, media & entertainment, telecom, infrastructure, clean technology and mass consumption driven sectors worldwide. While financial return is imperative, the greater mission is to spur innovation and inspire the entrepreneurial spirit to thrive: to build a smarter future.", +91.22.39313535,;Sustainablility;Energy;Construction
31,9060183971,Red River Ventures,283582870,www.redriverventures.com,TX,Mckinney,United States,Financial Services,Red River Ventures is a principal investment firm that invest in privately-held growth companies., +1 972-687-7770,
32,9060093479,Ramp Ventures,283582835,rampventures.com/,TX,Austin,United States,,Ramp Ventures is a venture capital firm that seeks to invests in SaaS Companies.Ramp Ventures is a venture capital firm that seeks to invests in SaaS Companies.,,
33,9059204622,PV Ventures,283582786,www.firstmilevc.com,CO,Colorado Springs,United States,,FirstMile Ventures is a venture capital firm that invests in seed-stage technology companies.FirstMile Ventures invests in seed stage technology companies. They aim to invest early in a company's life and help them set the pace for future success. They are located in Colorado but consider investment opportunities across the U.S.,,;Web Services;Enterprise Software;Human Resources;Health;Arts and Entertainment;DeepTech;Database Management;Software;Sales;Information Technology;E-Commerce;Women's Products;Supply Chain
34,9060165809,PostOak Ventures,283582687,,,,,,,,
35,9060239882,Piermont Ventures Ltd,283582622,,,,,,,,
36,9060154962,Pivotal Ventures,283582638,www.pivotalventures.org,WA,Seattle,United States,,"Pivotal Ventures is an incubation and investment company to pursue projects, potentially, and ideas investments. The company also focuses on the military community, people with disabilities, communities of color, LGBTQ, and those in small towns and cities. Their strategies are guided by experts, data, and those with lived experience in their focusareas.Pivotal Ventures use philanthropic and investment capital to people, fund transformational ideas, and organizations. They also encourage and identify the adoption of proven approaches to progress in their areas of interest. The company has three main priorities such as fast-tracking women in sectors like media, tech, and government, mobilizing shareholders into pressuring companies and removing barriers to womenâ€™s professional advancement to make reforms in support of gender equality.Pivotal Venture was founded in 2015 and is headquartered in Seattle, Washington, USA.", +1 425-497-4300,;Health;FinTech;Education;HealthTech;Consulting;Information Technology;Women's Products;Mental Health
37,9060103305,Palm Ventures LLC,283582532,www.palmventures.com,CT,Greenwich,United States,Financial Services,"Since 1992, Palm Ventures has focused on nurturing and growing businesses that have a positive and transformative impact on society.Since 1992, Palm Ventures has focused on nurturing and growing businesses that have a positive and transformative impact on society. In partnership with management teams and a small group of substantial investors, we leverage our collective strengths and resources to tap an organizationâ€™s full potential. By utilizing new and disruptive business",2033027000,;FinTech
38,9060194073,Next Coast Ventures Internship,283582278,,,,,,,,
39,9060154955,New Biology Ventures,283582246,www.newbiologyventures.com,CA,San Francisco,United States,,"New Biology Ventures is a life-sciences focused venture capital incubator accelerator.We invest in early stage opportunities through the creation and maturation of start-up companies that focus on the development and commercialization of life science tools, medical devices and therapeutic biopharmaceuticals. We change the economics of productdevelopment through our unique combination of expertise in finance and structuring companies along with the capability to efficiently and effectively develop products.The professionals at New Biology Ventures are innovators and entrepreneurs who have a proven track record of successfully building high growth companies.We are committed to making our portfolio companies succeed and passionate about applying the revolutionary advances of the ""new biology"" to advancing biological research, advancing wellness and improving patientsâ€™ quality of life.", +1 415-447-6003,
40,9059195145,Microsoft Ventures,283582024,startups.microsoft.com/en-us/scale-up/,WA,Redmond,United States,Computer Software,Please see Microsoft ScaleUp for more information on scale-stage startups.Microsoft Accelerator is a global initiative empowering entrepreneurs around the world on their journey to build great companies. The program is now supported by Microsoft ScaleUp. For more information please visit https://startups.microsoft.com/en-us/scale-up/, +1 425-882-8080,;FinTech;Real Estate
41,9059194970,Mohr Davidow Ventures,283582075,www.mdv.com,CA,San Mateo,United States,Venture Capital & Private Equity,"Mohr Davidow invested in early-stage technology-based startups to create large new markets.For 30 years the _Mohr Davidow Ventures team has invested in early stage technology-based startups that redefine or create large new markets. They believe that emerging information technology innovations are enabling a decade-long opportunity to invest in the â€œEra of Digital Engagement,â€ one in which personal, commercial, and public sector",6508547236,;FinTech;Software;E-Commerce;Web Services
42,9060076703,MDM Wound Ventures,283581964,ezdebride.com,Texas,Schertz,United States,Venture Capital,MDM Wound Ventures manufactures products for wound care and surgical providers to improve patient outcomes and decrease costs.,,
43,9060082611,Lombardstreet Ventures,283581765,lombardstreet.io,California,Menlo Park,United States,Venture Capital,Lombardstreet Ventures operates as a pre-seed/seed venture capital firm.,,;Industrial Engineering and Automation;Transportation;Agriculture and Farming;HealthTech;Web Services;Waste Management;Aerospace;Biotechnology;Payment Card Industry (PCI);Information Technology;Pharmaceuticals;Enterprise Software;Marketing;Health;Multimedia and Graphics Software;Raw Materials;Software;Design;E-Commerce;Hardware;FinTech;Telecommunications;Database Management;DeepTech;Sales;Manufacturing;Restaurants;Consumer Durables
44,9060114998,Lightbox Ventures,283581714,lightbox.vc,Maharashtra,Mumbai,India,Venture Capital & Private Equity,"Lightbox is an early-stage VC firm partnering with ambitious entrepreneurs who are addressing unique challenges and opportunities in India's rapidly evolving consumer landscape with technology-led insights. The Lightbox team pairs operational expertise and an understanding of product and brand building, to help build differentiated companies.Representative investments include: Inmobi, InfoEdge, Cleartrip, Embibe, Furlenco, Rebel Foods (formerly Faasos), Melorra and Droom.",,;Commerce;Transportation;Education;Clothing and Apparel;Women's Products;Supply Chain;Delivery Services;Family;Health;Arts and Entertainment;Software;Social Media;E-Commerce;FinTech;Home and Garden;DeepTech;AgTech;Consumer Durables
45,9060069048,Latvian Private Equity and Venture Capital Association (LVCA),283581635,www.lvca.lv/,Riga,Riga,Latvia,Venture Capital & Private Equity,"To promote the development of venture capital sector in Latvia, six biggest companies that operate in venture capital sector in Latvia â€“ â€œBaltcap Management Latviaâ€, â€œEKO Investorsâ€, â€œHanseatic Capital Latviaâ€, â€œNCH Advisors INCâ€, â€œNorvÄ“Ä£ijas-Latvijas uzÅ†Ä“mÄ“jdarbÄ«bas attÄ«stÄ«bas fondsâ€ and â€œSmall Enterprise Assistance Fundsâ€, as well as â€œLatvianDevelopment Agencyâ€ have founded public organization â€œLatvian private equity and venture capital associationâ€ (LVCA).Investing funds in an enterprise venture capital fund becomes its co-owner, thus taking a part of commercial venture, but also anticipating bigger rate of return for an elevated venture. Fund as well as other owners is directly interested in companyâ€™s increase in value. Companyâ€™s owners and management, who choose this kind of financing, in addition to financial investment also receive venture capital fundâ€™s experience, knowledge and contacts, thus promoting success.", +371 26 544 649,
46,9060046727,KBS Ventures,283581497,,,,,,,,
47,9060093461,former Texas Venture Labs,283581405,,,,,,,,
48,9060069232,Ikove Venture Partners,283581213,ikovecapital.com,OH,Columbus,United States,,Ikove Startup Nursery is a venture development company founded to pursue early-stage investments with an emphasis on technology commercialization in the Midwest.,(614)824-5892,;IoT;Industrial Engineering and Automation;DeepTech
49,9059185558,IDEA: Northeastern University's Venture Accelerator,283581190,northeastern.edu,Massachusetts,Boston,United States,Venture Capital,IDEA is a student-led venture accelerator that fosters the development of entrepreneurs in the Northeastern community.,6173732000,;Marketing;Industrial Engineering and Automation;FinTech;Multimedia and Graphics Software;DeepTech;Engineering;Software;Social Media;Manufacturing;InsurTech;Productivity Tools;LegalTech
50,9060228633,Hawaii Venture Capital Association,283581013,,,,,,,,
51,9060201811,Gurtin Ventures,283580968,,,Fort Lauderdale,,,investor,,;Travel and Tourism;DeepTech;Engineering;Software;Information Technology;E-Commerce;Service Industry
52,9060228656,"GSV Acceleration Fund, Early Stage Venture Capital",283580956,,,,,,,,
53,9060114870,Gray Ghost Ventures,283580915,www.grayghostventures.com,GA,Atlanta,United States,,"Gray Ghost Ventures (GGV) is an impact investment firm dedicated to providing market-based capital solutions to entrepreneurs who areGray Ghost Ventures (GGV) is an impact investment firm dedicated to providing market-based capital solutions to entrepreneurs who are addressing the needs of low-income communities in emerging markets. GGVâ€™s focus areas include: microfinance, social venture investment and affordable private schools.",6783654733,
54,9059204612,Genacast Ventures,283580794,www.genacast.com?cb,New York,New York,United States,,"Genacast Ventures invests up to $1 million in seed-stage, B2B technology companies based in the northeastern US.Genacast Ventures is a seed fund that invests up to $1 million in B2B startups in the northeastern US. Genacast was formed as a partnership between Comcast Interactive Capital and Gil Beyda.",,;Marketing;Web Services;Transportation;Crypto;DeepTech;Software;Social Media;Information Technology;Cybersecurity;Supply Chain
55,9059185454,Frontera Technology Ventures,283580738,fronteratechnology.com,Texas,Houston,United States,Venture Capital,Frontera Technology Ventures is an investment and advisory firm focused on growth stage technology companies.,,
56,9060076592,Motley Fool Ventures,283580684,foolventures.com,Virginia,Alexandria,United States,Venture Capital,Motley Fool Ventures is a venture capital that primarily invests in tech-enabled companies., +1 703-254-1614,;Crowdfunding;Transportation;Education;Insurance;Women's Products;Payment Card Industry (PCI);Construction;Information Technology;Automotive;Delivery Services;Human Resources;Health;Crypto;Software;E-Commerce;FinTech;Home and Garden;Consumer Durables
57,9059204521,Flight Ventures (Flight VC),283580665,flight.vc/,CA,San Francisco,United States,,"Flight Ventures is a venture capital firm that invests in SaaS and financial services.Flight Ventures is the first fund that was built by leveraging AngelList syndicates. They operate some of the top syndicates on AngelList, as well as the Flight Ventures Expansion fund (offline). Flight Ventures includes 25 partners with exceptional operational and entrepreneurial accolades, all whom actively engage with our portfolio companies.",,;Legal;Education;Insurance;Supply Chain;Biotechnology;Payment Card Industry (PCI);Information Technology;Pharmaceuticals;Enterprise Software;LegalTech;Delivery Services;Real Estate;Human Resources;Software;Social Media;E-Commerce;Recreation and Leisure;Search Software;Mental Health;Travel and Tourism;FinTech;Telecommunications;DeepTech;Consumer Durables
58,9060193939,Entre,283580515,joinentre.com,Pennsylvania,Pittsburgh,United States,Venture Capital,Social Network for Entrepreneurs,4125739893,
59,9060218226,PICO Ventures,283578854,,,Not Listed,,,Pico Ventures,,
60,9060218225,Morgenthaler Ventures,283578916,www.morgenthaler.com,CA,Menlo Park,United States,Venture Capital & Private Equity,"Morgenthaler Ventures is a venture capital and private equity firm that invests in IT and life sciences companies.Morgenthaler Ventures has been in the venture capital business for more than 45 years, steadily investing through every market cycle. Select past and present portfolio companies in the IT space include: Evernote, Lending Club, Siri, MuleSoft, Practice Fusion, Adara Media, Check, Doximity, PeopleMatter, Socrata, NuoDB, Jaspersoft, Voltage",6503887600,;Pharmaceuticals;Biotechnology
61,9060209698,HealthCare Ventures,283578910,www.hcven.com,MA,Cambridge,United States,,"HealthCare Ventures is a life science venture capital firm that invests in early clinical stage companies which transform patient care.HealthCare Ventures is a leading life science venture capital firm investing in pre-clinical or early clinical stage, focused companies with potential to transform patient care.",6172524343,
62,9060154901,Qure Ventures,283578857,www.qureventures.com/,Tel Aviv District,Herzliya,Israel,,"Qure Ventures is venture capital firm under OurCrowd.Qure Ventures is venture capital firm under OurCrowd. Qure is led by successful digital health veterans with vast experience founding, growing, and exiting companies over the last 20+ years.Qure has established strategic partnerships with key stakeholders in consumer, provider, payer, as well as pharma domains - providing fast track access to",,;Health;DeepTech;Biotechnology;Software;Pharmaceuticals;Cybersecurity;Enterprise Software
63,9060145290,"Sapphire Ventures, LLC",283578866,www.sapphireventures.com,TX,Palo Alto,United States,,"Sapphire is a venture capital firm that partners with visionary teams and venture funds to build companies.Sapphire is a venture capital firm that partners with visionary teams and venture funds to build companies. For nearly two decades, Sapphire has been investing capital, resources, and expertise in innovative startups and technology-focused venture funds around the world. With more than $6.8B in Assets Under Management across Sapphire Ventures,", +1 650-461-1598,;Commerce;Education;HealthTech;User Support;InsurTech;Clothing and Apparel;Productivity Tools;Web Services;Supply Chain;Retail Investing Products;IoT;Information Technology;Pharmaceuticals;Software Development;Enterprise Software;Marketing;Human Resources;Health;Arts and Entertainment;Crypto;Multimedia and Graphics Software;Software;Design;E-Commerce;Hardware;Cybersecurity;Mental Health;FinTech;Product Management;DeepTech;Telecommunications;Database Management;Sales;Accounting
64,9060145224,I2BF Global Ventures,283578899,www.i2bf.com,NY,New York,United States,Venture Capital & Private Equity,"I2BF is a venture capital firm that focuses on early stage technology companies.I2BF Global Ventures is an international venture capital firm with a global investment mandate. Established in 2005, I2BF Global Ventures has $400M+ under managment and it is currently investing from its fifth fund.The mission of I2BF Global Ventures is to seek out innovative and competitive companies across SaaS, Hardware Enabled B2B solutions",2122267320,;Industrial Engineering and Automation;Transportation;Education;HealthTech;Insurance;Web Services;Supply Chain;Biotechnology;Information Technology;Pharmaceuticals;Boating and Marine;Automotive;Enterprise Software;Real Estate;Human Resources;Arts and Entertainment;Health;Consulting;Software;Social Media;Hardware;Events;Extended Reality;Travel and Tourism;FinTech;Telecommunications;DeepTech;Database Management;Consumer Durables;Accounting
65,9060134511,Norwest Venture Partners,283578851,www.nvp.com,CA,Palo Alto,United States,Venture Capital & Private Equity,"Norwest is a global venture capital and growth equity investment firm that specializes in venture and growth equity companies.Norwest is a global venture capital and growth equity investment firm that specializes in venture and growth equity companies. Since its inception, it has invested in more than 600 companies and partner with over 140 active companies across our venture and growth equity portfolio. The firm invests in early to late-stage companies across a wide",6503218000,;Streaming Platforms;Industrial Engineering and Automation;Commerce;Employment;Education;Location Based Services;InsurTech;Clothing and Apparel;Productivity Tools;Insurance;Web Services;Supply Chain;Outdoor Activities;Biotechnology;IoT;Payment Card Industry (PCI);Information Technology;Pharmaceuticals;Software Development;Service Industry;Automotive;Enterprise Software;Delivery Services;Marketing;Family;Human Resources;Health;Arts and Entertainment;Software;Social Media;Design;E-Commerce;Cybersecurity;Search Software;Events;Extended Reality;3D Printing;Travel and Tourism;Sustainablility;FinTech;Life Sciences;Home and Garden;DeepTech;Database Management;Sales;Manufacturing;Restaurants;Consumer Durables
66,9060114798,Susa Ventures,283578878,www.susaventures.com,CA,San Francisco,United States,Venture Capital & Private Equity,"Susa Ventures is an early-stage venture capital firm investing primarily in seed rounds.Susa Ventures is an early-stage venture capital firm investing primarily in seed rounds. The firm was founded in October 2013 and si headquartered in San Francisco, California, United States.",,;Industrial Engineering and Automation;Commerce;Transportation;Legal;Employment;Agriculture and Farming;HealthTech;Education;User Support;InsurTech;Productivity Tools;Insurance;Web Services;Supply Chain;Biotechnology;IoT;Payment Card Industry (PCI);Construction;Information Technology;Pharmaceuticals;Enterprise Software;Delivery Services;Marketing;Real Estate;Human Resources;Health;Arts and Entertainment;Physical Storage;Multimedia and Graphics Software;Software;E-Commerce;Cybersecurity;Recreation and Leisure;Mental Health;Sustainablility;Travel and Tourism;FinTech;Home and Garden;DeepTech;Telecommunications;Sales;Manufacturing;Accounting
67,9060057104,Redpoint Ventures,283578859,redpoint.com,CA,Menlo Park,United States,Venture Capital & Private Equity,"Redpoint Ventures partners with visionary founders to create new markets or redefine existing ones at the seed, early, and growth stages.Redpoint has partnered with visionary founders to create new markets and redefine existing ones since 1999. The firm invests in startups across seed, early, and growth phases. In total, Redpoint manages $4 billion across multiple funds.

Redpoint Ventures was founded in 1999 and is based in Menlo Park, California, United States.", +1 650-926-5600,;Commerce;Education;HealthTech;Clothing and Apparel;Productivity Tools;Insurance;Translation Service;Web Services;Women's Products;Supply Chain;Retail Investing Products;Biotechnology;IoT;Information Technology;Pharmaceuticals;Software Development;Enterprise Software;Marketing;Human Resources;Health;Arts and Entertainment;Crypto;Multimedia and Graphics Software;Physical Storage;Consulting;Software;Social Media;Design;E-Commerce;Hardware;Cybersecurity;Recreation and Leisure;Events;Travel and Tourism;FinTech;DeepTech;Database Management;Telecommunications;Sales;Manufacturing;Business Development;Restaurants;Accounting
68,9059212808,Origin Ventures,283578903,www.originventures.com,IL,Chicago,United States,Venture Capital & Private Equity,"Origin Ventures is an early-stage venture capital firm that invests in high-growth software, marketplace, and consumer businesses shaping the 'Digital Native Economy'.  Founded in 1999, the firm has the unique distinction of having multiple funds in the top 5% on realized performance. Typical check size is $500K to $8M. Select exitsinclude Grubhub (NYSE: GRUB), BacklotCars, Tock, Ahalogy, and Teem.To learn more, visit www.originventures.com.",8479193546,;Transportation;Employment;Education;Clothing and Apparel;Productivity Tools;Insurance;Web Services;Supply Chain;Information Technology;Enterprise Software;Automotive;Delivery Services;Marketing;Human Resources;Arts and Entertainment;Multimedia and Graphics Software;Consulting;Software;Social Media;E-Commerce;Cybersecurity;Recreation and Leisure;FinTech;Product Management;DeepTech;Sales;Consumer Durables
69,9059204668,Midway Ventures,283578846,,,,,,,,
70,9059204631,ONSET Ventures,283578853,www.onset.com,CA,Menlo Park,United States,Venture Capital & Private Equity,"ONSET Ventures provides early-stage venture capital in the areas of IT and medical.ONSET Ventures is a private equity firm that offers early- and later-stage investment services to firms in the IT and medical technology industries. It was founded by David Kelley, Michael Levinthal, and Terry Opdendyk and is based in California.",6505290700,;Pharmaceuticals;Biotechnology
71,9060209679,Flywheel Ventures,283578818,www.flywheelventures.com,GA,Santa Fe,United States,,Flywheel Ventures is a seed and early-stage venture capital firm focused on information technology and physical sciences ventures in theFlywheel Ventures is a seed and early-stage venture capital firm focused on information technology and physical sciences ventures in the Southwest/Rockies region. Flywheel's goal is to be the premier early-stage technology venture capital firm in the Southwest/Rockies region and a catalyst for its emergence as a world-class,(505) 225-1618,;Enterprise Software;Health;Life Sciences;Arts and Entertainment;Biotechnology;Consulting;Web Services
72,9060201874,Eurofin Ventures,283578813,www.polytechventures.com/,,Not Listed,Switzerland,Venture Capital & Private Equity,Eurofin Ventures is a capital investments firm for technology start-ups.,,
73,9060145261,Lerer Hippeau,283578837,https://www.lererhippeau.com/,New York,New York,United States,Venture Capital,Lerer Hippeau is an early-stage venture capital fund founded and operated in New York City.,6467383406,;Streaming Platforms;Industrial Engineering and Automation;Commerce;Transportation;Education;User Support;InsurTech;Clothing and Apparel;Productivity Tools;Insurance;Women's Products;Web Services;Supply Chain;Sex Industry;Pet Care;Biotechnology;IoT;Construction;Information Technology;Pharmaceuticals;Software Development;Enterprise Software;Delivery Services;Marketing;Real Estate;Alcohol;Human Resources;Health;Arts and Entertainment;Crypto;Multimedia and Graphics Software;Consulting;Software;Design;Social Media;Energy;E-Commerce;Hardware;Extended Reality;3D Printing;Sustainablility;FinTech;Home and Garden;DeepTech;Manufacturing;Business Development;Consumer Durables
74,9060056958,Fitness Ventures,283578814,www.fitness-ventures.com,Hong Kong Island,Central,Hong Kong,,"Fitness Ventures invests in disruptive companies co-creating innovative fitness apps, devices, & equipment.Fitness Ventures is a global innovation, incubation and venture capital firm, funded by and partnered with the leading brands in the fitness industry, focused on innovative fitness technology product and service companies in North America, Europe and Asia.",,
75,9060028673,Hub Ventures,283578825,better.vc,CA,Oakland,United States,Venture Capital & Private Equity,"Better Ventures provides funding and support to technology startups building innovative solutions to big and important problems, from work and education to health and sustainability. Given the magnitude of the these problems and the enormous market opportunities they represent, it takes the best and brightest minds armed with the best resources toaddress them. These are the people they seek to back â€“ entrepreneurs committed to using the tools and methodologies of the modern technology startup to build world-changing companies that make money and do good. They're thinking big and expecting big results, and so are the entrepreneurs they back.",19292145023,;Industrial Engineering and Automation;Commerce;Transportation;Agriculture and Farming;HealthTech;Women's Products;Web Services;Biotechnology;Waste Management;Information Technology;Pharmaceuticals;Software Development;Service Industry;Health;Software;E-Commerce;Sustainablility;3D Printing;FinTech;Life Sciences;DeepTech;Telecommunications;Manufacturing;AgTech;Consumer Durables
76,9060194089,Pappas Ventures,283578616,www.pappasventures.com,NC,Durham,United States,Venture Capital & Private Equity,Pappas Ventures provides investment in the life sciences sector.,9199983300,;Health;Biotechnology;Software;Pharmaceuticals
77,9060183967,Navigate Ventures LLC,283578565,navigatevc.com,California,Beverly Hills,United States,Venture Capital,"B2B Enterprise SaaS & Internet, Early/Mid Growth Capital, Operational and Sector Expertise", +1 310-980-4826,;Real Estate;Sustainablility;Agriculture and Farming;DeepTech;Software;Business Development;Service Industry;Enterprise Software
78,9060056935,Peak State Ventures,283578346,www.peakstate.vc/,NY,San Francisco,United States,,"Peak State Ventures is a venture capital firm investing in the future of work, PropTech, and digital healthcare.Peak State Ventures is a venture capital firm investing in the future of work, PropTech, and digital healthcare. It consists of entrepreneurs, operators, advisors, and investors with multiple successful exits looking for future category leaders. The firm will work with seed-stage entrepreneurs to bring a product to market and support a company",,;Commerce;Education;Productivity Tools;Insurance;Web Services;IoT;Construction;Information Technology;Software Development;Outsourcing;Enterprise Software;Marketing;Real Estate;Family;Health;Multimedia and Graphics Software;Consulting;Software;Design;Hardware;3D Printing;Travel and Tourism;Sustainablility;FinTech;Home and Garden;Telecommunications;DeepTech;Consumer Durables;Accounting
79,9060239947,Monthly Ventures,283578109,www.monthlyventures.com/,CA,San Francisco,United States,Computer Software,Monthly Ventures is a Silicon Valley Seed Fund, +1 650-416-6882,
